index,county,latitude,longitude,service category,project type,parts,material,connector,equipment,land use,stakeholder,service provider,budget,construction area,load,KPI,construction period
train_3309,Los Angeles,33.889151,-118.40212700000001,T,Bldg. Demolition,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,49313,7.42,2,,47
train_3310,Riverside,33.712893,-116.49715900000001,T,Water Pipeline,line,Steel (ST),PPE,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Unknown,24119,44.18,7,772.0844857983899,53
train_3311,Orange,33.424093,-117.60673899999999,T,Natural Gas Pipeline,line,Plastic,R,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,29583,12.54,2,562.6323852940628,52
train_3312,Kern,35.594291999999996,-118.96441100000001,T,Grading,line,Plastic,PLM,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Business,Contractor - 3rd Party,Utility Owner,52549,283.43,3,467.25944327953454,53
train_3313,Los Angeles,33.779284000000004,-118.261723,T,Sewer (Sanitary/Storm),line,Steel (ST),PP,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Public City Street,Unknown/Other,Unknown,71198,14.74,7,888.9044874219321,62
train_3314,San Diego,32.739055,-117.24540400000001,TG,Sewer (Sanitary/Storm),line,PE,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Contract Locator,30694,6.72,3,1012.540340358448,82
train_3315,Orange,33.786854999999996,-117.982001,T,Sewer (Sanitary/Storm),line,Steel (ST),MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,48258,14.71,5,721.8625073292851,72
train_3316,Tulare,36.301334000000004,-119.37258600000001,T,Water Pipeline,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,44962,53.6,2,495.5273136638143,55
train_3317,Los Angeles,34.200175,-118.540958,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,68879,8.55,2,659.2133266963077,48
train_3318,Los Angeles,34.136258000000005,-118.02670400000001,T,Landscaping,valve,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,34783,16.39,3,834.5465388999521,59
train_3319,Tulare,36.301334000000004,-119.37258600000001,T,Electric,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,54455,31.83,2,702.902536930788,55
train_3320,Ventura,34.196026,-118.992531,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,43838,55.53,2,634.0847371584238,53
train_3321,Los Angeles,34.046143,-118.05371399999999,T,Electric,line,Plastic,MPL,Auger (AG),Public City Street,Contractor - 3rd Party,Utility Owner,60450,9.42,3,1049.9062342272348,91
train_3322,San Bernardino,34.105281,-117.66203999999999,T,Unknown/Other,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Other,75936,12.91,2,911.0594265839404,53
train_3323,San Bernardino,34.124199,-117.181054,T,Electric,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Easement,Company,Utility Owner,45115,37.29,3,1060.290816232058,52
train_3324,Los Angeles,33.953617,-118.308428,T,Bldg. Construction,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Unknown/Other,Unknown,64747,12.32,2,914.8139461766513,64
train_3325,San Diego,33.390477000000004,-117.209427,TG,Fencing,other,PE,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Unknown,58972,80.93,2,480.58546797073546,90
train_3326,San Bernardino,34.05941,-117.67401100000001,T,Irrigation,valve,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,63888,18.24,2,,60
train_3327,Los Angeles,34.111885,-118.26103300000001,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,25009,9.83,2,,49
train_3328,Los Angeles,33.970343,-118.17136799999999,T,Pole,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,106562,13.94,2,486.7227282095401,46
train_3329,San Diego,32.963232,-117.250367,TG,Sewer (Sanitary/Storm),line,PE,CF,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Unknown,Occupant,Unknown,17232,9.75,2,991.6544875807961,74
train_3330,Orange,33.773257,-117.83027299999999,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Easement,Utility,Other,56555,13.68,2,1109.3718232386009,49
train_3331,Ventura,34.212717,-118.88213400000001,T,Natural Gas Pipeline,line,Plastic,PLM,Not Available,Private Land Owner,Company Contractor,Other,47293,16.75,2,717.1804857811479,52
train_3332,Los Angeles,34.265879,-118.456748,T,Electric,line,Plastic,PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Utility Owner,19735,12.39,2,819.8989689759584,38
train_3333,Los Angeles,34.02372800000001,-118.156275,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Business,Contractor - 3rd Party,Utility Owner,72625,5.51,3,586.1359811691348,53
train_3334,Los Angeles,33.988504999999996,-118.336358,T,Water Pipeline,line,Plastic,PLM,Not Available,Private Land Owner,Contractor - 3rd Party,Unknown,61105,11.7,2,883.6423549598633,49
train_3335,Imperial,32.770196999999996,-115.59858999999999,T,Electric,main,Plastic,PPE,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Land Owner,Contractor - 3rd Party,Unknown,61799,116.67,4,702.3602103964038,75
train_3336,Los Angeles,34.090776,-118.095091,T,Electric,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,46743,13.16,2,897.9079663147302,54
train_3337,San Diego,33.207351,-117.39931499999999,TG,Electric,line,PE,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Other,63491,14.09,2,952.6237492909364,95
train_3338,Los Angeles,34.09254,-118.491064,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Unknown/Other,Other,31654,25.95,2,,54
train_3339,Riverside,33.882614000000004,-117.528205,T,Landscaping,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,69977,10.73,2,682.1573516256346,50
train_3340,Ventura,34.18165,-119.223902,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Occupant,Unknown,26725,3.96,2,655.4709691285165,47
train_3341,Los Angeles,33.993396000000004,-118.465193,T,Sewer (Sanitary/Storm),line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,25485,13.43,2,,55
train_3342,San Bernardino,34.083619,-117.26846,T,Landscaping,line,Plastic,PPE,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Private Land Owner,Contractor - 3rd Party,Utility Owner,18942,9.41,3,408.9335599527352,52
train_3343,Los Angeles,34.169538,-118.16494099999998,T,Natural Gas Pipeline,line,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Company Contractor,Utility Owner,37499,11.85,2,477.25005397292165,65
train_3344,San Bernardino,34.04981,-117.47060900000001,T,Bldg. Construction,line,Plastic,PPE,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Private Easement,Unknown/Other,Other,39920,18.13,2,1197.9303953353426,66
train_3345,San Luis Obispo,35.401931,-120.79936599999999,T,Sewer (Sanitary/Storm),line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,11968,57.8,2,,41
train_3346,Los Angeles,34.078294,-118.18578500000001,T,Bldg. Construction,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Business,Unknown/Other,Unknown,50414,7.11,2,817.2448018376442,62
train_3347,Los Angeles,33.953617,-118.308428,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Unknown/Other,Other,61777,9.02,2,,51
train_3348,Los Angeles,33.7801,-118.37241200000001,T,Water Pipeline,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,42584,8.61,2,888.5841014728837,55
train_3349,San Diego,33.207351,-117.39931499999999,TG,Grading,line,PE,PLM,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Public City Street,Contractor - 3rd Party,Contract Locator,48032,10.47,5,647.3039627959317,94
train_3350,Los Angeles,34.237912,-118.48230600000001,T,Water Pipeline,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Utility,Utility Owner,79793,9.58,2,667.3190427620077,56
train_3351,San Bernardino,34.122501,-117.32013799999999,T,Grading,line,Steel (ST),PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Company Contractor,Unknown,28180,15.12,7,789.7214412608919,72
train_3352,Ventura,34.283668,-119.223196,T,Water Pipeline,line,Plastic,SMC,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,40644,22.22,2,662.2396625616443,67
train_3353,Los Angeles,33.964131,-118.272783,T,Bldg. Demolition,line,Steel (ST),R,Not Available,Private Land Owner,Contractor - 3rd Party,Unknown,81230,6.98,7,816.8235194639102,73
train_3354,Los Angeles,33.993396000000004,-118.465193,T,Water Pipeline,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Unknown/Other,Other,34037,9.23,2,,52
train_3355,San Bernardino,34.067146,-117.171885,T,Fencing,line,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Business,Contractor - 3rd Party,Utility Owner,39965,15.08,3,847.6699225568129,52
train_3356,Los Angeles,34.155533,-118.086178,T,Bldg. Construction,line,Plastic,PLM,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Other,Company Contractor,Utility Owner,35116,15.88,2,569.0186118219189,68
train_3357,Los Angeles,34.059163,-118.30689199999999,T,Grading,line,Plastic,PLM,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Land Owner,Contractor - 3rd Party,Utility Owner,38567,1.13,3,947.0310551102267,52
train_3358,Orange,33.788092,-117.876297,T,Water Pipeline,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Utility,Utility Owner,26825,3.8,2,791.1553593264799,56
train_3359,Los Angeles,33.885639000000005,-118.205808,T,Grading,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Contract Locator,68037,4.56,3,675.5118104472663,53
train_3360,Orange,33.645736,-117.685503,T,Electric,line,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,57772,8.73,2,,57
train_3361,Los Angeles,34.080017,-118.262643,T,Landscaping,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,56223,4.88,2,975.3450355893466,54
train_3362,Riverside,33.712893,-116.49715900000001,T,Electric,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Dedicated Public Utility Easement,Contractor - 3rd Party,Other,21920,56.24,2,,53
train_3363,Los Angeles,33.914775,-118.348083,T,Pole,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Other,120678,11.39,2,851.7752318493216,45
train_3364,San Diego,33.056022,-117.2599,TG,Site Development,line,PE,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Unknown,62746,14.6,2,1051.1660699285742,76
train_3365,Los Angeles,34.286687,-118.435079,T,Landscaping,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Unknown,45922,11.77,2,,49
train_3366,Los Angeles,34.007090000000005,-118.25868100000001,T,Electric,line,Plastic,PP,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Public City Street,Contractor - 3rd Party,Utility Owner,102238,6.27,2,573.4851835475464,71
train_3367,Los Angeles,34.066379,-118.30986999999999,T,Irrigation,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Business,Contractor - 3rd Party,Other,34996,9.51,4,1217.5460368518968,67
train_3368,Los Angeles,34.13946,-118.16664899999999,T,Grading,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Unknown\Other,Contractor - 3rd Party,Unknown,19965,8.22,2,808.9766910151245,48
train_3369,Los Angeles,34.049841,-118.33846000000001,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,85458,4.2,3,,48
train_3370,Los Angeles,33.88856,-118.35181299999999,T,Grading,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Other,45494,6.22,2,822.8237067822839,52
train_3371,Los Angeles,33.970343,-118.17136799999999,T,Water Pipeline,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,75341,10.19,2,586.1635532285483,57
train_3372,San Bernardino,34.031005,-117.312923,T,Landscaping,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,15950,6.47,3,1202.7374466565934,46
train_3373,Los Angeles,34.100516999999996,-118.41463,T,Cable Television,line,Plastic,ALR,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public Other,Contractor - 3rd Party,Contract Locator,27080,15.97,3,759.6736131352718,53
train_3374,Los Angeles,34.065740000000005,-118.435025,T,Bldg. Demolition,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Unknown/Other,Other,46724,7.06,2,,52
train_3375,San Bernardino,34.04981,-117.47060900000001,T,Fencing,line,Plastic,PLM,Auger (AG),Private Land Owner,Contractor - 3rd Party,Unknown,48555,17.45,2,853.7700784103803,48
train_3376,Los Angeles,33.997862,-118.39361699999999,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Utility Owner,30113,5.67,2,,49
train_3377,Los Angeles,34.434622999999995,-118.500092,T,Telecommunications,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,35100,33.07,2,1027.530124664751,48
train_3378,San Luis Obispo,35.185918,-120.73178600000001,T,Grading,line,Plastic,ALR,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,1564,3.4,2,800.0584066890992,46
train_3379,San Luis Obispo,35.295232,-120.83546799999999,T,Sewer (Sanitary/Storm),line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,19467,42.87,2,801.7521518029828,55
train_3380,San Bernardino,34.085289,-117.076311,T,Fencing,line,Plastic,PP,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Public Other,Contractor - 3rd Party,Utility Owner,13299,19.94,2,653.245473324313,35
train_3381,Los Angeles,34.139402000000004,-118.128658,T,Electric,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Easement,Contractor - 3rd Party,Other,26952,10.81,2,849.6020242258929,42
train_3382,Riverside,33.82233,-116.36423799999999,T,Electric,line,Plastic,PPE,,Private Land Owner,Contractor - 3rd Party,Utility Owner,18517,42.91,3,844.40181803556,53
train_3383,Orange,33.627548,-117.79173700000001,T,Street Light,main,Plastic,PP,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Public Other,Contractor - 3rd Party,Utility Owner,25624,19.21,4,535.8140535911838,80
train_3384,Los Angeles,34.408549,-118.12359199999999,T,Traffic Signal,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,79843,235.3,2,1059.8315137456482,65
train_3385,Tulare,36.462709999999994,-119.09324199999999,T,Telecommunications,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,11507,81.78,2,622.9385070691527,48
train_3386,Riverside,33.971006,-117.325181,T,Irrigation,valve,Plastic,PPE,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Public Other,Contractor - 3rd Party,Unknown,74608,18.98,3,635.4638582708036,60
train_3387,Tulare,36.39177700000001,-119.37284199999999,T,Site Development,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Company Contractor,Unknown,81573,66.18,2,1178.578516094228,56
train_3388,San Bernardino,34.144626,-117.301302,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Utility Owner,41449,11.13,2,1014.8225188403914,51
train_3389,San Luis Obispo,35.037198,-120.504593,T,Natural Gas Pipeline,main,Plastic,,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Unknown,23486,93.93,4,843.9377268696111,86
train_3390,San Bernardino,34.259971,-117.199381,T,Pole,line,Plastic,PPE,Auger (AG),Private Land Owner,Contractor - 3rd Party,Utility Owner,11580,7.36,2,669.1616961093678,40
train_3391,Los Angeles,33.974883,-117.900676,T,Fencing,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Utility Owner,59335,11.48,2,889.5223295766882,55
train_3392,Los Angeles,34.292427,-118.602317,T,Grading,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,49515,46.16,2,972.5513937741564,47
train_3393,Orange,33.528653999999996,-117.70125300000001,T,Electric,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,76716,25.56,2,479.5446787786258,48
train_3394,Los Angeles,34.108022999999996,-118.45696399999999,T,Grading,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Unknown,20228,11.2,2,,49
train_3395,San Diego,32.725963,-116.99655200000001,TG,Bldg. Construction,line,PE,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Easement,Contractor - 3rd Party,Unknown,76663,21.45,2,,83
train_3396,Los Angeles,34.003638,-118.308806,T,Fencing,line,Plastic,PPE,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Other,33270,2.84,2,547.3657555315816,32
train_3397,Los Angeles,34.080017,-118.262643,T,Drainage,line,Steel (ST),PLM,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Private Land Owner,Contractor - 3rd Party,Other,85773,12.78,7,,79
train_3398,Los Angeles,34.150818,-118.368159,T,Landscaping,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,22968,5.8,2,1072.2835097907684,51
train_3399,San Diego,32.997248,-117.26058,TG,Grading,line,PE,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,26077,5.81,2,1229.1764171665786,75
train_3400,San Diego,32.964882,-117.126019,TG,Grading,valve,PE,MPL,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Public City Street,Contractor - 3rd Party,Unknown,54627,20.44,3,649.0006131698975,92
train_3401,Los Angeles,33.949099,-118.24673700000001,T,Water Pipeline,valve,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,60211,10.57,3,672.2719939388677,66
train_3402,Los Angeles,34.110186,-117.81038999999998,T,Sewer (Sanitary/Storm),line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public County Road,Contractor - 3rd Party,Unknown,49116,13.46,2,891.1418625496723,36
train_3403,Los Angeles,34.326584000000004,-118.38226100000001,T,Fencing,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,100686,62.7,3,893.3001458107491,90
train_3404,Los Angeles,34.128284,-118.04773200000001,T,Water Pipeline,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Unknown,47094,17.23,2,682.3557733720871,49
train_3405,Los Angeles,33.986270000000005,-117.82128200000001,T,Water Pipeline,line,Polyethylene (PE),PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Developer,Other,37572,33.44,2,718.4517092247921,77
train_3406,Los Angeles,34.020221,-118.28603500000001,T,Electric,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Utility,Utility Owner,3169,7.75,3,657.7429852083394,44
train_3407,San Bernardino,34.172754,-117.521243,T,Electric,main,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,50082,28.14,4,,92
train_3408,Los Angeles,33.90139,-118.315697,T,Street Light,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,34359,3.33,2,635.1900499277988,56
train_3409,Los Angeles,33.926262,-118.24988300000001,T,Water Pipeline,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,61579,9.56,2,805.8684156725627,57
train_3410,Riverside,33.86055,-116.56148999999999,T,Telecommunications,line,Steel (ST),PPE,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Easement,Contractor - 3rd Party,Utility Owner,35666,43.54,3,,52
train_3411,Los Angeles,33.736323999999996,-118.279183,T,Electric,line,Plastic,PPE,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Business,Contractor - 3rd Party,Utility Owner,68151,10.83,3,1064.3776893742056,32
train_3412,San Bernardino,34.259971,-117.199381,T,Unknown/Other,line,Plastic,PPE,,Private Land Owner,Unknown/Other,Other,10395,15.46,2,872.5310502026217,53
train_3413,Los Angeles,34.204568,-118.326365,T,Water Pipeline,line,Steel (ST),MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Municipality,Utility Owner,40584,14.81,7,628.9508206130175,91
train_3414,Los Angeles,34.160236,-118.515472,T,Fencing,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,44661,10.84,2,445.83330125977477,50
train_3415,San Bernardino,33.964199,-117.73706299999999,T,Irrigation,line,Plastic,,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Occupant,Utility Owner,109658,33.06,2,1145.8768528657456,54
train_3416,Kern,35.118772,-118.49381100000001,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Other,36127,298.7,2,427.9100504774041,54
train_3417,Riverside,33.652315,-117.37551200000001,T,Electric,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,68485,51.19,2,1077.3363764024389,54
train_3418,Los Angeles,34.028331,-118.35433799999998,T,Grading,line,Steel (ST),R,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,64504,9.47,7,956.9057792778192,79
train_3419,Ventura,34.258404999999996,-118.775026,T,Drainage,line,Steel (ST),PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,82172,44.37,7,679.9184245091136,80
