index,county,latitude,longitude,service category,project type,parts,material,connector,equipment,land use,stakeholder,service provider,budget,construction area,load,KPI,construction period
train_0,Riverside,33.646083000000004,-116.275297,T,Landscaping,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Dedicated Public Utility Easement,Contractor - 3rd Party,Other,49899,36.85,3,,54
train_1,Los Angeles,34.066964,-117.93700700000001,T,Cable Television,line,Plastic,MPL,Boring Equipment (BE),Private Easement,Contractor - 3rd Party,Utility Owner,56795,17.41,2,908.7139341246678,26
train_2,Los Angeles,34.197454,-118.488978,T,Telecommunications,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,60140,20.2,3,782.0437577150357,61
train_3,Orange,33.808265999999996,-117.92365500000001,T,Electric,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,56510,5.42,2,,56
train_4,Los Angeles,34.194489000000004,-118.138263,T,Fencing,line,Plastic,PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Unknown,56401,14.6,2,848.0757290748079,27
train_5,Orange,33.645736,-117.685503,T,Drainage,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,62619,13.17,2,1130.986972615963,46
train_6,Los Angeles,33.921279999999996,-118.27418600000001,T,Irrigation,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,23705,8.25,2,705.5824099791057,52
train_7,Los Angeles,33.942708,-117.952483,T,Pole,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Dedicated Public Utility Easement,Contractor - 3rd Party,Utility Owner,98461,16.92,2,1208.9372847732836,31
train_8,Los Angeles,34.179642,-117.77431100000001,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Utility Owner,38446,19.72,2,1273.5153068557295,51
train_9,Los Angeles,34.13658,-118.24583899999999,T,Landscaping,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,40851,9.56,2,1124.5534485970688,53
train_10,Los Angeles,33.940445000000004,-118.12902199999999,T,Storm Drain/Culvert,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,32252,4.77,2,723.160092581982,44
train_11,Los Angeles,34.136003,-118.88863400000001,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,17373,41.55,2,1081.465795935914,49
train_12,Los Angeles,34.237912,-118.48230600000001,T,Water Pipeline,valve,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Developer,Unknown,78688,12.25,2,464.27862053981806,69
train_13,Orange,33.795012,-118.062692,T,Landscaping,line,Plastic other than PE or PVC (PO),PLM,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Business,Occupant,Unknown,23291,11.76,3,775.2629319220067,65
train_14,Los Angeles,33.927690999999996,-118.013828,T,Bldg. Demolition,line,Plastic,R,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,40996,5.57,2,430.53226577236353,47
train_15,Riverside,33.971006,-117.325181,T,Water Pipeline,main,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Municipality,Utility Owner,65157,29.57,8,1064.4338172772952,86
train_16,Los Angeles,34.13946,-118.16664899999999,T,Bldg. Construction,line,Plastic,PPE,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Occupant,Other,18289,10.33,2,437.6010710587239,47
train_17,Ventura,34.006003,-119.392668,T,Electric,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Other,31701,256.77,2,655.5038121063143,56
train_18,Los Angeles,34.061624,-117.89223500000001,T,Water Pipeline,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,37517,11.97,2,560.6275588702823,56
train_19,Riverside,33.652315,-117.37551200000001,T,Unknown/Other,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,61041,49.76,2,593.2369725070228,55
train_20,Orange,33.645736,-117.685503,T,Irrigation,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Other,53121,22.36,2,657.0387438577984,54
train_21,Riverside,33.736458,-114.687973,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,23309,458.69,2,948.4355503370452,50
train_22,Orange,33.528653999999996,-117.70125300000001,T,Bldg. Construction,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,79062,20.41,2,680.0895002904797,68
train_23,Los Angeles,34.177310999999996,-118.61570400000001,T,Grading,line,Steel (ST),PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,59518,18.03,7,847.9727153462998,73
train_24,Los Angeles,33.952725,-118.291904,T,Water Pipeline,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Unknown/Other,Unknown,82348,6.91,2,1114.3675644126786,38
train_25,Orange,33.844983,-117.952151,T,Grading,valve,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,60644,14.1,2,647.9612576749454,60
train_26,Los Angeles,34.129771999999996,-118.33098899999999,T,Sewer (Sanitary/Storm),main,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,20331,14.06,4,1014.339432959912,80
train_27,Los Angeles,34.140822,-118.39286399999999,T,Natural Gas Pipeline,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Unknown/Other,Unknown,36207,10.26,2,585.5565060984627,48
train_28,Los Angeles,34.224191999999995,-118.632384,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,58668,16.51,2,1236.8314004511888,50
train_29,Orange,33.424093,-117.60673899999999,T,Drainage,line,Plastic,PPE,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Easement,Developer,Utility Owner,35222,14.58,3,654.31293971528,58
train_30,Tulare,35.988087,-118.860221,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,100772,514.72,3,821.8030066311086,52
train_31,Ventura,34.530198999999996,-119.31013300000001,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Company Contractor,Unknown,35140,308.06,3,658.6241393163755,45
train_32,Ventura,34.175967,-118.945093,T,Drainage,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,56683,29.88,2,635.0972138998596,47
train_33,Tulare,36.462709999999994,-119.09324199999999,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Utility Owner,18875,87.49,2,899.708246154504,49
train_34,Los Angeles,34.441126000000004,-118.448734,T,Sewer (Sanitary/Storm),line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,26432,11.95,2,836.0104122858718,40
train_35,Los Angeles,34.165356,-118.123751,T,Water Pipeline,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,53322,6.89,2,691.9639071026329,47
train_36,Ventura,34.258404999999996,-118.775026,T,Water Pipeline,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public Other,County,Utility Owner,61678,45.46,3,1166.3181957824122,52
train_37,Los Angeles,34.160236,-118.515472,T,Drainage,line,Steel (ST),PPE,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Unknown,Contractor - 3rd Party,Utility Owner,27880,5.18,7,820.3592017924692,58
train_38,Escondido,33.0824,-117.127641,TG,Grading,other,PE,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Business,Contractor - 3rd Party,Other,31610,27.1,4,817.3108042015822,109
train_39,Ventura,34.29553,-118.898196,T,Site Development,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Business,Contractor - 3rd Party,Utility Owner,47463,65.74,3,577.1452276580854,53
train_40,Los Angeles,33.889151,-118.40212700000001,T,Grading,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Other,46863,9.24,2,617.6232758052706,53
train_41,Los Angeles,34.078294,-118.18578500000001,T,Water Pipeline,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Unknown\Other,Contractor - 3rd Party,Unknown,50413,4.12,2,1034.2737297807694,46
train_42,Los Angeles,34.129771999999996,-118.33098899999999,T,Bldg. Construction,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Other,Contractor - 3rd Party,Unknown,24307,12.77,2,762.8935582878647,65
train_43,Los Angeles,34.123305,-118.671025,T,Telecommunications,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Contract Locator,40471,36.59,3,812.7834213550512,68
train_44,Los Angeles,34.204568,-118.326365,T,Electric,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Unknown,33148,5.19,3,970.4793981214494,51
train_45,Tulare,35.988087,-118.860221,T,Site Development,line,Steel (ST),PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,59495,557.56,7,806.0018310679699,73
train_46,Los Angeles,33.970343,-118.17136799999999,T,Water Pipeline,line,Steel (ST),MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public Other,Contractor - 3rd Party,Utility Owner,93303,11.34,3,773.2798892288811,63
train_47,Los Angeles,34.294615,-118.507001,T,Natural Gas Pipeline,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,75994,18.01,2,1025.283953862976,47
train_48,Los Angeles,34.100516999999996,-118.41463,T,Water Pipeline,line,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,19115,20.33,2,966.6056261860613,64
train_49,San Bernardino,34.00448,-117.684707,T,Electric,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Unknown,94796,24.67,4,610.9135745677306,63
train_50,Los Angeles,34.09254,-118.491064,T,Irrigation,line,Steel (ST),PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Company,Utility Owner,49738,15.27,7,,78
train_51,Los Angeles,33.88856,-118.35181299999999,T,Water Pipeline,line,Steel (ST),PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,41472,13.11,7,630.0548087311564,89
train_52,San Bernardino,34.085289,-117.076311,T,Electric,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,16212,18.49,2,419.7411278114407,47
train_53,Kern,35.393865999999996,-119.244846,T,Irrigation,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,24788,118.59,2,994.45463517747,52
train_54,Los Angeles,33.74212,-118.312878,O,Bldg. Construction,line,Plastic,PPE,,Private Land Owner,Contractor - 3rd Party,Utility Owner,24634,5.77,2,1242.1292973877735,67
train_55,Orange,33.424093,-117.60673899999999,T,Telecommunications,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Dedicated Public Utility Easement,Contractor - 3rd Party,Utility Owner,36671,16.63,2,931.396385889724,43
train_56,Tulare,36.373384,-119.21176499999999,T,Irrigation,valve,Plastic,PLM,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Private Land Owner,Contractor - 3rd Party,Unknown,46058,85.87,3,646.7986446125083,60
train_57,San Luis Obispo,35.663145,-120.749697,T,Site Development,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Unknown,59025,403.13,2,557.3070738045246,60
train_58,Riverside,33.765401000000004,-116.33420500000001,T,Natural Gas Pipeline,main,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,36100,17.54,4,1143.1942178106958,79
train_59,Los Angeles,34.065493,-118.084529,T,Natural Gas Pipeline,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Unknown/Other,Unknown,57559,7.86,2,864.1897084240468,50
train_60,Los Angeles,33.830006,-118.387124,T,Water Pipeline,main,Plastic,PP,Boring Equipment (BE),Public City Street,Contractor - 3rd Party,Utility Owner,36589,6.77,4,592.2811042008575,77
train_61,Riverside,33.710984,-116.204844,T,Telecommunications,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Business,Contractor - 3rd Party,Utility Owner,51493,29.66,2,908.0868241441043,54
train_62,San Bernardino,34.147718,-117.464506,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Unknown\Other,Contractor - 3rd Party,Other,96022,34.2,2,977.0784200064824,53
train_63,Los Angeles,34.100516999999996,-118.41463,T,Pole,main,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Unknown,28527,14.55,3,962.563190300108,49
train_64,Los Angeles,34.506627,-118.699048,T,Telecommunications,line,Plastic,MPL,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Public County Road,Contractor - 3rd Party,Other,20922,111.34,2,1152.5444381725752,22
train_65,San Luis Obispo,35.160934000000005,-120.653342,T,Fencing,line,Plastic,PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Occupant,Utility Owner,9993,19.97,2,,36
train_66,Los Angeles,33.873215,-118.37036100000002,T,Water Pipeline,line,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,54830,13.18,2,869.8592368152538,69
train_67,Orange,33.668172999999996,-117.734156,T,Landscaping,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,43655,34.59,2,690.4953219761536,52
train_68,San Diego,32.707755999999996,-117.055095,TG,Sewer (Sanitary/Storm),main,PE,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public County Road,Contractor - 3rd Party,Utility Owner,91597,9.9,4,703.9483898592916,109
train_69,Los Angeles,34.09383,-118.381698,O,,line,Plastic,PPE,,,,,18557,3.31,2,479.67802099493,55
train_70,Los Angeles,33.74212,-118.312878,T,Electric,line,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public Other,Contractor - 3rd Party,Utility Owner,31744,8.68,2,528.3308829913437,52
train_71,Kings,36.042151000000004,-119.5277,T,Grading,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Developer,Utility Owner,23718,103.87,3,641.718582503908,58
train_72,Los Angeles,33.945555,-117.990719,T,Irrigation,line,Plastic,PLM,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Private Business,Contractor - 3rd Party,Other,29442,4.98,3,571.6940739561151,52
train_73,Los Angeles,34.100516999999996,-118.41463,T,Sewer (Sanitary/Storm),valve,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,34782,16.15,2,758.215169133127,76
train_74,Riverside,33.648169,-116.895303,T,Electric,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,67533,184.18,2,743.4556713490871,51
train_75,Los Angeles,33.7801,-118.37241200000001,T,Drainage,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,30095,17.75,2,520.2202717669825,52
train_76,Riverside,33.652678,-117.17356699999999,T,Irrigation,valve,Plastic,PPE,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Private Other,Contractor - 3rd Party,Utility Owner,41562,37.62,2,712.8470295864144,65
train_77,Los Angeles,33.753134,-118.36797299999999,T,Electric,supply,Steel (ST),SMC,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,44373,21.99,7,553.0700015301397,105
train_78,Kings,36.29227,-119.82946299999999,T,Landscaping,valve,Plastic,PLM,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Private Land Owner,Contractor - 3rd Party,Other,32760,116.4,2,873.7992345793598,65
train_79,Los Angeles,34.037251,-118.423573,T,Landscaping,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,22144,7.67,3,,46
train_80,Riverside,33.648169,-116.895303,T,Electric,line,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,54279,147.88,2,1324.3004663838224,64
train_81,Los Angeles,34.078573,-118.043456,T,Cable Television,main,Polyethylene (PE),PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public Other,Contractor - 3rd Party,Utility Owner,36903,5.27,4,826.0578423808383,98
train_82,San Diego,32.852358,-116.98784199999999,TG,Landscaping,line,ST,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Easement,Occupant,Unknown,67651,22.68,7,,83
train_83,Los Angeles,34.109595,-118.22868899999999,T,Grading,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,39958,9.06,2,874.2545986197451,52
train_84,Los Angeles,34.020221,-118.28603500000001,T,Landscaping,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,10636,7.16,3,796.8681692638094,52
train_85,Los Angeles,34.028887,-118.31718300000001,T,Sewer (Sanitary/Storm),line,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Unknown,65360,7.53,2,883.0145088247133,59
train_86,Los Angeles,34.100516999999996,-118.41463,T,Grading,line,Steel (ST),PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,21342,19.22,7,797.5836722963066,77
train_87,Orange,33.896324,-117.79656100000001,T,Water Pipeline,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,60393,23.74,2,683.1022556991774,56
train_88,Ventura,34.18165,-119.223902,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,32048,4.44,2,1031.28459544899,55
train_89,Los Angeles,33.736323999999996,-118.279183,T,Fencing,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,52374,13.2,2,720.8784008958174,54
train_90,Los Angeles,34.326584000000004,-118.38226100000001,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Unknown,88223,47.4,2,995.4421663147072,50
train_91,Los Angeles,34.434622999999995,-118.500092,T,Drainage,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public Other,Contractor - 3rd Party,Unknown,39321,21.53,2,472.2770800060457,48
train_92,Riverside,33.648169,-116.895303,T,Pole,line,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Company Contractor,Utility Owner,46960,174.89,2,1184.3415502070468,39
train_93,Riverside,33.934328,-117.36731200000001,T,Electric,line,Plastic,PP,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Public City Street,Contractor - 3rd Party,Utility Owner,46169,20.03,2,860.6356732763754,66
train_94,San Diego,32.856347,-117.25005800000001,TG,Bldg. Demolition,line,PE,,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Easement,Contractor - 3rd Party,Unknown,48773,17.09,2,,77
train_95,Los Angeles,34.123305,-118.671025,T,Water Pipeline,main,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Unknown\Other,Municipality,Unknown,24462,34.84,4,883.2652214903029,75
train_96,San Diego,32.856347,-117.25005800000001,TG,Irrigation,main,PO,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,52548,21.09,4,705.3532828349611,113
train_97,Los Angeles,34.092566999999995,-118.53436299999998,O,Unknown/Other,line,Plastic,PLM,,Unknown\Other,Unknown/Other,Unknown,38899,38.91,7,855.8625237997436,54
train_98,Orange,33.927561,-117.88708600000001,T,Electric,line,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,51969,9.88,2,735.9773718276756,65
train_99,Los Angeles,33.952725,-118.291904,T,Sewer (Sanitary/Storm),line,Plastic other than PE or PVC (PO),PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,82206,8.08,2,905.496906703182,67
train_100,Orange,33.571474,-117.772875,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,30537,26.86,2,769.9604536124028,54
train_101,Orange,33.927561,-117.88708600000001,T,Sewer (Sanitary/Storm),main,Polyethylene (PE),MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public Other,Contractor - 3rd Party,Utility Owner,49894,24.48,3,1142.0844526581227,73
train_102,San Bernardino,34.011953000000005,-117.159699,T,Landscaping,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,49368,55.2,2,867.218761276291,53
train_103,Los Angeles,33.885639000000005,-118.205808,T,Telecommunications,line,Plastic,MPL,Boring Equipment (BE),Public City Street,Contractor - 3rd Party,Utility Owner,62532,15.74,2,649.4284801120767,42
train_104,Los Angeles,34.123305,-118.671025,T,Electric,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,23695,40.39,2,893.3411155695615,52
train_105,Tulare,36.39177700000001,-119.37284199999999,T,Grading,line,Plastic,PP,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Public City Street,Contractor - 3rd Party,Utility Owner,52118,113.44,2,1239.0422088527853,66
train_106,Fresno,36.620634,-119.52073100000001,T,Agriculture,line,Steel (ST),PPE,Farm Equipment (FE),Private Land Owner,Contractor - 3rd Party,Utility Owner,26611,17.28,3,1125.8640694006276,70
train_107,Los Angeles,34.076198,-118.310722,T,Grading,line,Steel (ST),MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Unknown,92242,6.8,3,803.7589485428124,69
train_108,Los Angeles,34.007090000000005,-118.25868100000001,T,Bldg. Construction,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,85523,13.55,2,893.0591420295018,63
train_109,Orange,33.668172999999996,-117.734156,T,Drainage,valve,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,37781,24.27,3,718.5418408720748,65
train_110,Los Angeles,34.0313,-117.936777,T,Cable Television,line,Plastic,MPL,Boring Equipment (BE),Public City Street,Contractor - 3rd Party,Utility Owner,75029,12.41,3,457.72468619754153,39
