index,county,latitude,longitude,service category,project type,parts,material,connector,equipment,land use,stakeholder,service provider,budget,construction area,load,KPI
test_1475,Ventura,34.212717,-118.882134,T,Natural Gas Pipeline,line,Plastic,PLM,Boring Equipment (BE),Private Land Owner,Company Contractor,Contract Locator,36074,30.53,2,844.9216278770813
test_1476,Los Angeles,34.155533,-118.086178,T,Cable Television,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Business,Contractor - 3rd Party,Utility Owner,39520,17.5,3,1012.43604708239
test_1477,Los Angeles,34.408549,-118.123592,T,Bldg. Demolition,line,Steel (ST),R,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,75719,158.5,7,806.8980753052399
test_1478,San Bernardino,34.087181,-117.46545,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Business,Contractor - 3rd Party,Unknown,139304,23.45,2,618.4309128315556
test_1479,Santa Barbara,34.418979,-119.709166,T,Landscaping,main,Steel (ST),MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Unknown,35843,3.87,4,665.4010599021542
test_1480,Los Angeles,33.914775,-118.348083,T,Electric,main,Plastic,PP,Auger (AG),Public City Street,Contractor - 3rd Party,Utility Owner,93281,10.83,16,554.2372240731099
test_1481,San Luis Obispo,35.295232,-120.835468,T,Fencing,line,Plastic,PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Occupant,Unknown,17787,20.8,2,908.056527314516
test_1482,Los Angeles,33.975409,-118.417,T,Unknown/Other,valve,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Unknown\Other,Contractor - 3rd Party,Unknown,9717,9.17,2,
test_1483,San Luis Obispo,35.176010999999995,-120.476757,T,Electric,valve,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Business,Contractor - 3rd Party,Utility Owner,23825,150.19,3,
test_1484,San Diego,32.964882,-117.126019,TG,Landscaping,main,PE,MPL,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Easement,Contractor - 3rd Party,Other,67878,22.29,2,1083.9254492903458
test_1485,Los Angeles,34.464816,-118.553871,T,Water Pipeline,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,42177,12.34,2,848.3584088945987
test_1486,San Bernardino,34.124199,-117.181054,T,Landscaping,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,65877,21.41,3,708.9580680265906
test_1487,Los Angeles,34.102077,-118.057754,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Utility Owner,30951,9.16,2,1202.1972910990794
test_1488,Los Angeles,34.207341,-118.400973,T,Landscaping,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Unknown,67888,16.87,2,520.6013488987908
test_1489,Los Angeles,34.146628,-118.139476,T,Water Pipeline,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,18290,2.79,3,852.7861193625508
test_1490,Riverside,33.971006,-117.325181,T,Electric,main,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,68206,23.62,4,813.0000947727762
test_1491,San Diego,32.899592,-117.201203,TG,Unknown/Other,supply,PE,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Business,Contractor - 3rd Party,Utility Owner,12517,17.83,3,773.5686328234143
test_1492,San Bernardino,34.212329,-117.381179,T,Electric,main,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Easement,Contractor - 3rd Party,Utility Owner,91327,68.64,4,614.7636614765378
test_1493,Santa Barbara,34.718381,-120.154184,T,Irrigation,line,Plastic,PLM,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Private Land Owner,Contractor - 3rd Party,Utility Owner,3131,66.35,3,583.2064123548813
test_1494,Los Angeles,34.028331,-118.35433799999998,T,Unknown/Other,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,49517,3.42,2,698.0100145456694
test_1495,Los Angeles,34.092566999999995,-118.53436299999998,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Unknown/Other,Other,19829,23.86,2,
test_1496,Los Angeles,34.222119,-118.205306,T,Irrigation,valve,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,34864,12.57,3,741.5491261096321
test_1497,San Bernardino,34.067146,-117.171885,T,Pole,main,Plastic,PP,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Land Owner,Contractor - 3rd Party,Utility Owner,60286,22.04,4,858.602701947731
test_1498,Los Angeles,34.066117,-118.846342,T,Storm Drain/Culvert,main,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Other,Contractor - 3rd Party,Other,15958,108.97,4,728.3556230360184
test_1499,Ventura,34.18165,-119.223902,T,Drainage,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Unknown,32077,5.57,2,833.8805390644507
test_1500,Tulare,35.988087,-118.860221,T,Landscaping,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,71311,575.11,2,823.6058999945047
test_1501,Los Angeles,33.914775,-118.348083,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Other,73732,15.47,2,752.9781916306206
test_1502,San Diego,32.963232,-117.250367,TG,Sewer (Sanitary/Storm),line,PE,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,18464,9.76,2,609.6001398199006
test_1503,Los Angeles,33.942387,-118.416062,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,49403,17.89,2,
test_1504,Los Angeles,34.13946,-118.166649,T,Sewer (Sanitary/Storm),line,Plastic,MPL,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Public City Street,Contractor - 3rd Party,Unknown,17139,15.56,3,823.218827798895
test_1505,Riverside,33.818256,-116.466743,T,Sewer (Sanitary/Storm),line,Plastic,PP,,Public City Street,Contractor - 3rd Party,Utility Owner,68051,14.52,2,474.3901137285514
test_1506,Kern,35.393475,-119.120453,T,Electric,line,Plastic,PLM,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Private Land Owner,Occupant,Utility Owner,69753,14.9,2,811.1483411132364
test_1507,Los Angeles,33.914775,-118.348083,T,Water Pipeline,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,115342,9.82,2,629.0875554192129
test_1508,Los Angeles,33.867745,-118.069471,T,Landscaping,other,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,58033,14.01,2,960.2860227260492
test_1509,Orange,33.801139,-117.99491100000002,T,Sewer (Sanitary/Storm),line,Steel (ST),MPL,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Public City Street,Contractor - 3rd Party,Utility Owner,44109,11.05,7,582.8153506669396
test_1510,Orange,33.848733,-117.788357,T,Telecommunications,line,Plastic,MPL,Boring Equipment (BE),Public City Street,Contractor - 3rd Party,Utility Owner,48225,17.33,3,707.8198981546464
test_1511,Los Angeles,34.0313,-117.936777,T,Engineering/Survey,main,Polyethylene (PE),PPE,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Utility Owner,91834,11.18,4,680.5877077428427
test_1512,Los Angeles,34.09383,-118.381698,T,Grading,line,Steel (ST),MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,23438,13.06,7,
test_1513,Los Angeles,34.165356,-118.123751,T,Electric,line,Polyethylene (PE),PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,40727,12.6,3,550.2952236395034
test_1514,Riverside,33.703465,-116.325898,T,Unknown/Other,line,Plastic,PPE,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Private Land Owner,Contractor - 3rd Party,Utility Owner,4738,27.86,2,1022.6996220478807
test_1515,Los Angeles,33.736324,-118.279183,T,Landscaping,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,70974,9.22,2,1025.3806002825013
test_1516,Los Angeles,34.434622999999995,-118.500092,T,Telecommunications,valve,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Utility Owner,32476,21.4,2,1016.8734749475127
test_1517,Los Angeles,33.993396000000004,-118.465193,T,Grading,line,Plastic,R,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Other,Contractor - 3rd Party,Unknown,26612,8.74,2,
test_1518,Los Angeles,34.153159,-117.968818,T,Landscaping,line,Plastic,PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Other,Contractor - 3rd Party,Utility Owner,8174,6.4,3,1104.0726979241774
test_1519,Los Angeles,34.481108,-117.982006,T,Electric,line,Polyethylene (PE),PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Company,Utility Owner,20737,60.27,2,1027.1315944959524
test_1520,Riverside,33.807607,-117.015163,T,Electric,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Utility Owner,26222,23.23,2,1309.710050112278
test_1521,Los Angeles,33.87834,-118.2841,T,Drainage,line,Plastic,PPE,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Private Land Owner,Contractor - 3rd Party,Utility Owner,16572,4.35,3,891.4651095079164
test_1522,San Bernardino,34.107394,-117.297541,T,Grading,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,32887,15.84,2,936.5147388471007
test_1523,San Diego,32.908485,-117.141402,TG,Water Pipeline,main,PE,MPL,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Public City Street,Municipality,Contract Locator,104947,19.47,4,
test_1524,Los Angeles,34.123305,-118.671025,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Unknown\Other,Contractor - 3rd Party,Unknown,27198,35.43,3,505.7736118060431
test_1525,Los Angeles,33.833744,-118.314022,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Other,46263,14.13,2,552.4988411574246
test_1526,Los Angeles,34.237912,-118.482306,T,Street Light,valve,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public Other,Contractor - 3rd Party,Other,92635,7.27,2,501.4075197281106
test_1527,Santa Barbara,34.44137,-119.514092,T,Cable Television,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,19147,62.07,3,935.5040183397645
test_1528,Los Angeles,34.13658,-118.245839,T,Electric,main,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,36694,2.71,4,600.4585026843101
test_1529,Los Angeles,34.185767,-118.388323,T,Water Pipeline,line,Steel (ST),MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,County,Utility Owner,38445,3.58,3,704.4700106184417
test_1530,Tulare,36.178091,-119.370752,T,Water Pipeline,line,Plastic,MPL,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Public Other,Contractor - 3rd Party,Unknown,62844,254.2,2,829.8877736400168
test_1531,San Diego,33.117090999999995,-117.180712,TG,Sewer (Sanitary/Storm),main,PE,PL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,48689,24.39,4,477.3878627711438
test_1532,Los Angeles,34.127607,-118.296387,T,Landscaping,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,57733,15.21,2,648.3051151182219
test_1533,Los Angeles,34.100517,-118.41463,T,Water Pipeline,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Company,Unknown,18115,11.11,2,741.1194362628513
test_1534,Orange,33.680209999999995,-117.833355,T,Storm Drain/Culvert,main,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,26329,15.94,4,627.8829089322683
test_1535,San Luis Obispo,35.540419,-120.736236,T,Unknown/Other,main,Steel (ST),CF,Not Available,Private Land Owner,Unknown/Other,Other,10367,83.24,24,1427.377293601345
test_1536,Kern,35.594292,-118.964411,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Utility Owner,38715,256.61,2,1144.5171950251222
test_1537,Los Angeles,34.100517,-118.41463,T,Electric,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,17869,10.88,2,673.4111019349523
test_1538,Orange,33.942708,-117.952483,T,Grading,main,Steel (ST),MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,66825,17.5,4,
test_1539,Los Angeles,34.713656,-117.86466,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,71702,234.42,2,974.2483292635068
test_1540,Los Angeles,34.197454,-118.488978,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,70176,12.68,2,686.1934479938177
test_1541,Riverside,33.48294,-117.226084,T,Electric,line,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,8823,77.18,3,916.1106780558126
test_1542,Ventura,34.227888,-119.079553,T,Grading,Not Applicable,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Occupant,Utility Owner,42251,24.21,2,817.9063777568439
test_1543,Los Angeles,33.91714,-118.404267,T,Site Development,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Other,Contractor - 3rd Party,Utility Owner,22977,13.97,8,714.9498769317302
